,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,average_active_trades,final_equity,window_length,strategy_type,lower_band,upper_band,max_active_positions
20,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,3,3,5
21,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,3,3,20
22,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,4,3,5
23,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,4,3,20
24,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,1,4,5
25,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,1,4,20
26,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,2,4,5
27,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,2,4,20
28,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,3,4,5
29,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,3,4,20
30,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,1,reversal,4,4,5
31,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,1,reversal,4,4,20
32,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,1,5
33,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,1,20
34,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,1,5
35,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,1,20
36,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,1,5
37,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,1,20
38,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,1,5
39,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,1,20
40,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,2,5
41,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,2,20
42,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,2,5
43,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,2,20
44,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,2,5
45,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,2,20
46,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,2,5
47,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,2,20
48,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,3,5
49,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,3,20
50,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,3,5
51,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,3,20
52,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,3,5
53,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,3,20
54,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,3,5
55,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,3,20
56,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,4,5
57,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,1,4,20
58,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,4,5
59,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,2,4,20
60,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,4,5
61,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,3,4,20
62,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,4,5
63,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,1,momentum,4,4,20
64,-0.2853172491479864,1.8325266214908038,-0.033073786566214514,0.16691108142984246,-0.1986573899263948,0.10990444806875588,-0.1429782346349704,-0.0004870543841078947,47774.730239613986,0.4026681098544207,-0.8511989300256619,7899,4.99559118236473,71468.27508520136,3,reversal,1,1,5
65,-0.21682834161985365,1.8325266214908038,-0.024173510943912402,0.15056922897983366,-0.16088013092567202,0.10990444806875588,-0.13407795901266828,-0.0004786457120745299,44308.717558141914,0.3760333224313589,-0.7160616887423004,26435,19.783567134268537,78317.16583801464,3,reversal,1,1,20
66,0.09500632726165104,1.8325266214908038,0.009128623941287994,0.1702458032363719,0.05373540872767721,0.10990444806875588,-0.10077582412746788,-0.00031018351855325454,52206.80651594933,0.33828266456418454,-0.32215665840308993,3082,5.0,109500.6327261651,3,reversal,2,1,5
67,0.4586841145110767,1.8325266214908038,0.038523553811748545,0.14968876157678396,0.2578145733052339,0.10990444806875588,-0.07138089425700733,-0.00022027243828293174,49245.761721923656,0.2618948272957503,0.0738657837861929,7698,20.0,145868.41145110768,3,reversal,2,1,20
68,0.09500632726165104,1.8325266214908038,0.009128623941287994,0.1702458032363719,0.05373540872767721,0.10990444806875588,-0.10077582412746788,-0.00031018351855325454,52206.80651594933,0.33828266456418454,-0.32215665840308993,3082,5.0,109500.6327261651,3,reversal,3,1,5
69,0.4586841145110767,1.8325266214908038,0.038523553811748545,0.14968876157678396,0.2578145733052339,0.10990444806875588,-0.07138089425700733,-0.00022027243828293174,49245.761721923656,0.2618948272957503,0.0738657837861929,7698,20.0,145868.41145110768,3,reversal,3,1,20
70,0.09500632726165104,1.8325266214908038,0.009128623941287994,0.1702458032363719,0.05373540872767721,0.10990444806875588,-0.10077582412746788,-0.00031018351855325454,52206.80651594933,0.33828266456418454,-0.32215665840308993,3082,5.0,109500.6327261651,3,reversal,4,1,5
71,0.4586841145110767,1.8325266214908038,0.038523553811748545,0.14968876157678396,0.2578145733052339,0.10990444806875588,-0.07138089425700733,-0.00022027243828293174,49245.761721923656,0.2618948272957503,0.0738657837861929,7698,20.0,145868.41145110768,3,reversal,4,1,20
72,0.2045112310652586,1.8325266214908038,0.01880496747321958,0.1726663876851454,0.10913451638080247,0.10990444806875588,-0.0910994805955363,-0.00027408184781468236,52022.27339049571,0.3227624341858366,-0.2036592907177308,3081,5.0,120451.12310652586,3,reversal,1,2,5
73,0.5565812704307493,1.8325266214908038,0.045299843688276775,0.14996585343665464,0.3025796392200135,0.10990444806875588,-0.0646046043804791,-0.0001949495246101519,48606.736375673936,0.2526212092663902,0.15130878338202614,7696,20.0,155658.12704307493,3,reversal,1,2,20
74,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,2,2,5
75,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,2,2,20
76,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,3,2,5
77,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,3,2,20
78,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,4,2,5
79,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,4,2,20
80,0.2045112310652586,1.8325266214908038,0.01880496747321958,0.1726663876851454,0.10913451638080247,0.10990444806875588,-0.0910994805955363,-0.00027408184781468236,52022.27339049571,0.3227624341858366,-0.2036592907177308,3081,5.0,120451.12310652586,3,reversal,1,3,5
81,0.5565812704307493,1.8325266214908038,0.045299843688276775,0.14996585343665464,0.3025796392200135,0.10990444806875588,-0.0646046043804791,-0.0001949495246101519,48606.736375673936,0.2526212092663902,0.15130878338202614,7696,20.0,155658.12704307493,3,reversal,1,3,20
82,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,2,3,5
83,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,2,3,20
84,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,3,3,5
85,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,3,3,20
86,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,4,3,5
87,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,4,3,20
88,0.2045112310652586,1.8325266214908038,0.01880496747321958,0.1726663876851454,0.10913451638080247,0.10990444806875588,-0.0910994805955363,-0.00027408184781468236,52022.27339049571,0.3227624341858366,-0.2036592907177308,3081,5.0,120451.12310652586,3,reversal,1,4,5
89,0.5565812704307493,1.8325266214908038,0.045299843688276775,0.14996585343665464,0.3025796392200135,0.10990444806875588,-0.0646046043804791,-0.0001949495246101519,48606.736375673936,0.2526212092663902,0.15130878338202614,7696,20.0,155658.12704307493,3,reversal,1,4,20
90,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,2,4,5
91,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,2,4,20
92,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,3,4,5
93,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,3,4,20
94,0.023514973181784082,1.8325266214908038,0.0023298525547092996,0.1733140635242306,0.013470062308606893,0.10990444806875588,-0.10757459551404658,-0.000337608604615507,43619.15961187468,0.3538576369966192,-0.41349266790927963,3616,5.0,102351.49731817842,3,reversal,4,4,5
95,0.513445353569336,1.8325266214908038,0.04236272911928585,0.1478743142557078,0.2869785396476742,0.10990444806875588,-0.06754171894947003,-0.00019863110822315318,41398.65594193607,0.22842218152213456,0.15507099702757188,9224,20.0,151344.5353569336,3,reversal,4,4,20
96,-0.7759194628121568,1.8325266214908038,-0.13908498436016303,0.1553933326047223,-0.8965101322587816,0.10990444806875588,-0.2489894324289189,-0.0008807990598123381,82456.48232225195,0.7885666539646319,-3.0495952296638826,8496,4.866205774705165,22408.053718784322,3,momentum,1,1,5
97,-0.7451816508127235,1.8325266214908038,-0.1279330550004123,0.11998435838113049,-1.067703789244877,0.10990444806875588,-0.23783750306916818,-0.0007940652312442849,83246.38205125908,0.7680735946041108,-2.828539519559529,28578,17.28141520943473,25481.83491872765,3,momentum,1,1,20
98,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,1,5
99,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,1,20
100,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,1,5
101,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,1,20
102,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,1,5
103,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,1,20
104,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,2,5
105,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,2,20
106,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,2,5
107,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,2,20
108,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,2,5
109,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,2,20
110,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,2,5
111,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,2,20
112,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,3,5
113,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,3,20
114,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,3,5
115,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,3,20
116,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,3,5
117,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,3,20
118,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,3,5
119,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,3,20
120,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,4,5
121,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,1,4,20
122,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,4,5
123,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,2,4,20
124,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,4,5
125,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,3,4,20
126,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,4,5
127,0.0,1.8325266214908038,0.0,0.0,,0.10990444806875588,-0.10990444806875588,0.0,0.0,-0.0,0.0,0,,100000.0,3,momentum,4,4,20
128,0.010929997856205187,1.8325266214908038,0.0010890032058348265,0.16758189192488462,0.006515069168252929,0.10990444806875588,-0.10881544486292105,-0.00035102769521480013,45040.666405033946,0.353599566551561,-0.42546540407508004,7225,4.997995188452285,101092.99978562052,5,reversal,1,1,5
